timestamp,open,high,low,close,volume
2026-03-19 14:35:00,1.43864,1.43977,1.43602,1.43606,38480.07353740
2026-03-19 14:40:00,1.43693,1.45218,1.43600,1.44901,253853.23134510
2026-03-19 14:45:00,1.44900,1.45305,1.44634,1.45301,48175.97819910
2026-03-19 14:50:00,1.45305,1.45342,1.44829,1.45217,131112.11292942
2026-03-19 14:55:00,1.45367,1.45367,1.44892,1.45131,83807.01988016
2026-03-19 15:00:00,1.45174,1.45602,1.44794,1.44794,87513.54714776
2026-03-19 15:05:00,1.44794,1.45035,1.44726,1.44816,84480.34389844
2026-03-19 15:10:00,1.44725,1.45052,1.44631,1.44759,33915.19132532
2026-03-19 15:15:00,1.44768,1.44865,1.44619,1.44707,43447.05160495
2026-03-19 15:20:00,1.44683,1.44794,1.44437,1.44577,155716.62298738
2026-03-19 15:25:00,1.44586,1.44593,1.44063,1.44063,74143.72317756
2026-03-19 15:30:00,1.44055,1.44394,1.44023,1.44343,36210.19245486
2026-03-19 15:35:00,1.44255,1.44364,1.43925,1.44065,31090.88720611
2026-03-19 15:40:00,1.44035,1.44414,1.44031,1.44307,14676.40133200
2026-03-19 15:45:00,1.44306,1.44468,1.44209,1.44387,21475.28540258
2026-03-19 15:50:00,1.44528,1.44921,1.44400,1.44698,55907.38544051
2026-03-19 15:55:00,1.44634,1.44636,1.44347,1.44509,109411.66978110
2026-03-19 16:00:00,1.44424,1.44525,1.44201,1.44511,22731.32627098
2026-03-19 16:05:00,1.44481,1.44978,1.44355,1.44475,22183.55478616
2026-03-19 16:10:00,1.44448,1.44540,1.44216,1.44301,3357.47526509
2026-03-19 16:15:00,1.44279,1.44473,1.43544,1.43619,79277.00432587
2026-03-19 16:20:00,1.43634,1.43714,1.43012,1.43052,88602.76874487
2026-03-19 16:25:00,1.43182,1.43303,1.42680,1.42826,811690.97645254
2026-03-19 16:30:00,1.42826,1.43043,1.42737,1.42737,186755.34099065
2026-03-19 16:35:00,1.42679,1.43159,1.42569,1.42641,421168.41045479
2026-03-19 16:40:00,1.42718,1.42996,1.42500,1.42931,179731.79153766
2026-03-19 16:45:00,1.42844,1.43360,1.42635,1.43207,139162.39987370
2026-03-19 16:50:00,1.43175,1.43385,1.43175,1.43204,19189.03196626
2026-03-19 16:55:00,1.43247,1.43515,1.43115,1.43177,97121.12920990
2026-03-19 17:00:00,1.43177,1.43220,1.42834,1.42890,46390.65241499
2026-03-19 17:05:00,1.42906,1.42988,1.42800,1.42910,98183.84974639
2026-03-19 17:10:00,1.42977,1.42983,1.42744,1.42921,179971.83981281
2026-03-19 17:15:00,1.42913,1.43134,1.42850,1.42979,15507.97499335
