timestamp,open,high,low,close,volume
2026-03-21 14:39:00,9.09036,9.09036,9.09036,9.09036,5.23335836
2026-03-21 14:40:00,9.08933,9.08933,9.08146,9.08359,14.47525186
2026-03-21 14:41:00,9.08358,9.08359,9.08358,9.08359,3.00000000
2026-03-21 14:42:00,9.08359,9.08359,9.08359,9.08359,1.13544659
2026-03-21 14:43:00,9.08358,9.08358,9.08358,9.08358,2.70440000
2026-03-21 14:44:00,9.08359,9.08359,9.08359,9.08359,138.26662792
2026-03-21 14:45:00,9.08359,9.08359,9.08359,9.08359,0.00000000
2026-03-21 14:46:00,9.08359,9.08359,9.08359,9.08359,0.00000000
2026-03-21 14:47:00,9.08359,9.08359,9.08359,9.08359,0.00000000
2026-03-21 14:48:00,9.08359,9.08359,9.08359,9.08359,0.00000000
2026-03-21 14:49:00,9.08349,9.08349,9.08349,9.08349,86.93598833
2026-03-21 14:50:00,9.09192,9.09192,9.09192,9.09192,17.04342648
2026-03-21 14:51:00,9.09192,9.09192,9.09192,9.09192,0.00000000
2026-03-21 14:52:00,9.09192,9.09192,9.09192,9.09192,0.89934724
2026-03-21 14:53:00,9.09192,9.09192,9.09192,9.09192,7.99535191
2026-03-21 14:54:00,9.09192,9.09192,9.09192,9.09192,0.00000000
2026-03-21 14:55:00,9.09192,9.09192,9.09192,9.09192,0.00000000
2026-03-21 14:56:00,9.09095,9.09095,9.09095,9.09095,5.44495000
2026-03-21 14:57:00,9.09095,9.09095,9.09095,9.09095,0.00000000
2026-03-21 14:58:00,9.09095,9.09095,9.09095,9.09095,0.00000000
2026-03-21 14:59:00,9.09220,9.09220,9.09220,9.09220,13.93499764
2026-03-21 15:00:00,9.09220,9.09580,9.09220,9.09580,0.22877000
2026-03-21 15:01:00,9.09260,9.09260,9.09260,9.09260,0.21150166
2026-03-21 15:02:00,9.09260,9.09260,9.09260,9.09260,0.00000000
2026-03-21 15:03:00,9.09287,9.09287,9.09287,9.09287,0.58543672
2026-03-21 15:04:00,9.09287,9.09287,9.09287,9.09287,0.00000000
2026-03-21 15:05:00,9.09106,9.09106,9.09106,9.09106,2.15683000
2026-03-21 15:06:00,9.09106,9.09106,9.09106,9.09106,0.00000000
2026-03-21 15:07:00,9.09095,9.09095,9.09095,9.09095,1.78792852
2026-03-21 15:08:00,9.09095,9.09095,9.09095,9.09095,0.00000000
2026-03-21 15:09:00,9.09095,9.09095,9.09095,9.09095,0.00000000
2026-03-21 15:10:00,9.09098,9.09098,9.09098,9.09098,278.87622119
2026-03-21 15:11:00,9.10326,9.10659,9.10326,9.10659,10.27238895
2026-03-21 15:12:00,9.10659,9.13786,9.10659,9.13786,8.49514141
2026-03-21 15:13:00,9.13459,9.13459,9.13405,9.13405,6.68979540
2026-03-21 15:14:00,9.13405,9.13405,9.13405,9.13405,0.00000000
2026-03-21 15:15:00,9.13405,9.13405,9.13405,9.13405,0.00000000
2026-03-21 15:16:00,9.13673,9.13673,9.13398,9.13398,39.21230534
2026-03-21 15:17:00,9.13000,9.13000,9.13000,9.13000,0.50383351
2026-03-21 15:18:00,9.13000,9.13000,9.13000,9.13000,0.00000000
2026-03-21 15:19:00,9.11622,9.11622,9.11622,9.11622,2.19389176
2026-03-21 15:20:00,9.12826,9.12826,9.12826,9.12826,8.50000000
2026-03-21 15:21:00,9.12826,9.12826,9.12826,9.12826,0.00000000
2026-03-21 15:22:00,9.12519,9.12519,9.11847,9.11847,22.17038313
2026-03-21 15:23:00,9.11734,9.11734,9.11734,9.11734,0.15349251
2026-03-21 15:24:00,9.11699,9.11699,9.11699,9.11699,0.19373000
2026-03-21 15:25:00,9.11443,9.11443,9.11410,9.11410,1.54368681
2026-03-21 15:26:00,9.11410,9.11410,9.11410,9.11410,0.00000000
2026-03-21 15:27:00,9.11436,9.11436,9.11436,9.11436,4.61518458
2026-03-21 15:28:00,9.11410,9.11410,9.11410,9.11410,1.09693505
2026-03-21 15:29:00,9.11411,9.11411,9.11410,9.11410,21.32184272
2026-03-21 15:30:00,9.11410,9.11410,9.11410,9.11410,0.00000000
2026-03-21 15:31:00,9.11410,9.11410,9.11410,9.11410,0.00000000
2026-03-21 15:32:00,9.11410,9.11410,9.11410,9.11410,0.00000000
2026-03-21 15:33:00,9.11631,9.11631,9.11631,9.11631,0.35149714
2026-03-21 15:34:00,9.11971,9.11971,9.11971,9.11971,0.54826000
2026-03-21 15:35:00,9.12197,9.12262,9.12197,9.12262,7.50925845
2026-03-21 15:36:00,9.12520,9.12526,9.12141,9.12141,192.81572626
2026-03-21 15:37:00,9.12141,9.12141,9.12141,9.12141,0.00000000
2026-03-21 15:38:00,9.12141,9.12141,9.12141,9.12141,0.00000000
2026-03-21 15:39:00,9.11192,9.11192,9.11050,9.11141,69.41325706
2026-03-21 15:40:00,9.11000,9.11000,9.10131,9.10131,2.29920051
2026-03-21 15:41:00,9.10628,9.10628,9.10628,9.10628,0.21425873
2026-03-21 15:42:00,9.10628,9.10628,9.10628,9.10628,2.22760000
2026-03-21 15:43:00,9.10628,9.11225,9.10628,9.10958,108.27866575
2026-03-21 15:44:00,9.10617,9.10617,9.10478,9.10606,108.84271000
2026-03-21 15:45:00,9.10703,9.10703,9.10703,9.10703,0.21321000
2026-03-21 15:46:00,9.10703,9.10703,9.10703,9.10703,0.00000000
2026-03-21 15:47:00,9.10703,9.10703,9.10703,9.10703,0.00000000
2026-03-21 15:48:00,9.09264,9.09266,9.08095,9.08095,20.89861855
2026-03-21 15:49:00,9.08095,9.08095,9.08095,9.08095,0.00000000
2026-03-21 15:50:00,9.08095,9.08095,9.08095,9.08095,0.00000000
2026-03-21 15:51:00,9.08604,9.08604,9.07516,9.07516,44.95126963
2026-03-21 15:52:00,9.07719,9.07719,9.06997,9.06997,17.56661459
2026-03-21 15:53:00,9.06997,9.06997,9.06997,9.06997,0.00000000
2026-03-21 15:54:00,9.06997,9.06997,9.06997,9.06997,0.00000000
2026-03-21 15:55:00,9.07117,9.07118,9.07117,9.07118,5.00000000
2026-03-21 15:56:00,9.06772,9.06772,9.06501,9.06501,214.62978659
2026-03-21 15:57:00,9.06501,9.06501,9.06501,9.06501,0.00000000
2026-03-21 15:58:00,9.06501,9.06501,9.06501,9.06501,0.00000000
2026-03-21 15:59:00,9.06501,9.06501,9.06501,9.06501,0.00000000
2026-03-21 16:00:00,9.06590,9.06590,9.06501,9.06563,304.08305000
2026-03-21 16:01:00,9.06563,9.06563,9.06563,9.06563,0.00000000
2026-03-21 16:02:00,9.06563,9.06563,9.06563,9.06563,0.00000000
2026-03-21 16:03:00,9.06501,9.06591,9.06501,9.06591,97.72199386
2026-03-21 16:04:00,9.06591,9.06591,9.06591,9.06591,37.74184817
2026-03-21 16:05:00,9.06591,9.06591,9.06591,9.06591,0.00000000
2026-03-21 16:06:00,9.06591,9.06591,9.06591,9.06591,0.00000000
2026-03-21 16:07:00,9.07151,9.07151,9.07151,9.07151,0.55117615
2026-03-21 16:08:00,9.07151,9.07151,9.07151,9.07151,0.00000000
2026-03-21 16:09:00,9.07151,9.07151,9.07150,9.07150,36.97830271
2026-03-21 16:10:00,9.07150,9.07150,9.07150,9.07150,0.00000000
2026-03-21 16:11:00,9.07292,9.07292,9.07010,9.07292,2009.06723501
2026-03-21 16:12:00,9.07291,9.07292,9.07291,9.07291,149.43911092
2026-03-21 16:13:00,9.07085,9.07276,9.07085,9.07276,3.11575085
2026-03-21 16:14:00,9.07276,9.07276,9.07276,9.07276,0.00000000
2026-03-21 16:15:00,9.07308,9.07308,9.07308,9.07308,88.17277894
2026-03-21 16:16:00,9.07308,9.07308,9.07308,9.07308,0.00000000
2026-03-21 16:17:00,9.06500,9.06500,9.06500,9.06500,2.06000000
2026-03-21 16:18:00,9.06500,9.06500,9.05387,9.05387,66.34908312
2026-03-21 16:19:00,9.05420,9.06469,9.05420,9.06469,142.57503870
2026-03-21 16:20:00,9.06369,9.06369,9.06369,9.06369,9.48725400
2026-03-21 16:21:00,9.06369,9.07175,9.06369,9.07175,108.30007223
2026-03-21 16:22:00,9.06845,9.06845,9.06845,9.06845,1.01000000
2026-03-21 16:23:00,9.07447,9.07447,9.07447,9.07447,1.03806000
2026-03-21 16:24:00,9.07363,9.07695,9.07363,9.07695,73.86885000
2026-03-21 16:25:00,9.07548,9.07548,9.07548,9.07548,1.07500650
2026-03-21 16:26:00,9.07452,9.07452,9.07265,9.07266,6.46966264
2026-03-21 16:27:00,9.07266,9.07266,9.07266,9.07266,69.54451095
2026-03-21 16:28:00,9.07266,9.07266,9.07266,9.07266,0.00000000
2026-03-21 16:29:00,9.07266,9.07266,9.07266,9.07266,0.00000000
2026-03-21 16:30:00,9.07266,9.07266,9.07266,9.07266,0.00000000
2026-03-21 16:31:00,9.07976,9.07976,9.07975,9.07975,21.06472581
2026-03-21 16:32:00,9.07976,9.08495,9.07976,9.08495,83.29873576
2026-03-21 16:33:00,9.09452,9.09482,9.09452,9.09482,2.45368947
2026-03-21 16:34:00,9.09482,9.09482,9.09482,9.09482,0.00000000
2026-03-21 16:35:00,9.09482,9.09482,9.09482,9.09482,0.00000000
2026-03-21 16:36:00,9.10138,9.10138,9.10138,9.10138,1.09857998
2026-03-21 16:37:00,9.10138,9.10138,9.10138,9.10138,0.00000000
2026-03-21 16:38:00,9.09302,9.09302,9.09302,9.09302,9.69122000
2026-03-21 16:39:00,9.09302,9.09302,9.09302,9.09302,0.00000000
2026-03-21 16:40:00,9.08179,9.08426,9.08179,9.08426,29.43513463
2026-03-21 16:41:00,9.08426,9.08426,9.08426,9.08426,0.00000000
2026-03-21 16:42:00,9.08594,9.08594,9.08594,9.08594,0.44076892
2026-03-21 16:43:00,9.08594,9.08594,9.08594,9.08594,10.24627430
2026-03-21 16:44:00,9.08594,9.08594,9.08594,9.08594,2.15804000
2026-03-21 16:45:00,9.08763,9.08763,9.08763,9.08763,3.70000000
2026-03-21 16:46:00,9.08763,9.08763,9.08763,9.08763,0.00000000
2026-03-21 16:47:00,9.08978,9.08978,9.08739,9.08739,20.88153288
2026-03-21 16:48:00,9.08739,9.08739,9.08739,9.08739,0.00000000
2026-03-21 16:49:00,9.08977,9.08977,9.08977,9.08977,0.43424630
2026-03-21 16:50:00,9.08977,9.08977,9.08977,9.08977,0.00000000
2026-03-21 16:51:00,9.09237,9.09238,9.09237,9.09238,105.35872845
2026-03-21 16:52:00,9.09238,9.09238,9.09238,9.09238,0.17360000
2026-03-21 16:53:00,9.09238,9.09238,9.09238,9.09238,73.11011032
2026-03-21 16:54:00,9.09238,9.09238,9.09238,9.09238,0.00000000
2026-03-21 16:55:00,9.09238,9.09238,9.09238,9.09238,0.00000000
2026-03-21 16:56:00,9.09238,9.09238,9.09238,9.09238,0.00000000
2026-03-21 16:57:00,9.09383,9.09884,9.09383,9.09884,34.77724563
2026-03-21 16:58:00,9.09884,9.09884,9.09884,9.09884,0.00000000
2026-03-21 16:59:00,9.10005,9.10005,9.10005,9.10005,1.01747058
2026-03-21 17:00:00,9.10383,9.10475,9.10383,9.10475,2.68512000
2026-03-21 17:01:00,9.10132,9.10132,9.10132,9.10132,1.17473000
2026-03-21 17:02:00,9.10006,9.10006,9.10006,9.10006,1.07704000
2026-03-21 17:03:00,9.09709,9.09709,9.09707,9.09707,22.23271000
2026-03-21 17:04:00,9.09538,9.09538,9.09538,9.09538,3.30562213
2026-03-21 17:05:00,9.09545,9.09840,9.09226,9.09840,1500.43005000
2026-03-21 17:06:00,9.09840,9.09840,9.09840,9.09840,0.00000000
2026-03-21 17:07:00,9.09840,9.09840,9.09840,9.09840,0.00000000
2026-03-21 17:08:00,9.09840,9.09840,9.09840,9.09840,0.00000000
2026-03-21 17:09:00,9.09485,9.09489,9.09485,9.09489,32.82292790
2026-03-21 17:10:00,9.09489,9.09489,9.09489,9.09489,0.00000000
2026-03-21 17:11:00,9.09137,9.09137,9.09136,9.09136,147.56342000
2026-03-21 17:12:00,9.09136,9.09136,9.09136,9.09136,0.00000000
2026-03-21 17:13:00,9.08914,9.08914,9.08914,9.08914,2.36668661
2026-03-21 17:14:00,9.08914,9.08914,9.08914,9.08914,0.00000000
2026-03-21 17:15:00,9.08681,9.09244,9.08681,9.08762,41.76393118
2026-03-21 17:16:00,9.08762,9.08762,9.08762,9.08762,0.00000000
2026-03-21 17:17:00,9.09583,9.09583,9.09224,9.09224,0.40597000
2026-03-21 17:18:00,9.09224,9.09224,9.09224,9.09224,0.00000000
2026-03-21 17:19:00,9.08250,9.08250,9.07716,9.07716,10.08650504
2026-03-21 17:20:00,9.08059,9.08059,9.08059,9.08059,1.26578000
2026-03-21 17:21:00,9.08059,9.08059,9.08059,9.08059,4.10907000
2026-03-21 17:22:00,9.08059,9.08059,9.08059,9.08059,0.00000000
2026-03-21 17:23:00,9.08059,9.08059,9.08059,9.08059,5.50264730
2026-03-21 17:24:00,9.08059,9.08059,9.08059,9.08059,0.00000000
2026-03-21 17:25:00,9.08059,9.08059,9.08059,9.08059,0.00000000
2026-03-21 17:26:00,9.08059,9.08059,9.08059,9.08059,0.00000000
2026-03-21 17:27:00,9.08059,9.08059,9.08059,9.08059,0.00000000
2026-03-21 17:28:00,9.08387,9.08387,9.07312,9.07312,789.96152275
2026-03-21 17:29:00,9.07281,9.07281,9.07281,9.07281,1.07009000
2026-03-21 17:30:00,9.07281,9.07281,9.07281,9.07281,105.99202791
2026-03-21 17:31:00,9.07281,9.07281,9.07281,9.07281,0.00000000
2026-03-21 17:32:00,9.07281,9.07281,9.07281,9.07281,0.00000000
2026-03-21 17:33:00,9.07281,9.07281,9.07281,9.07281,0.00000000
2026-03-21 17:34:00,9.07269,9.07269,9.07269,9.07269,10.00000000
2026-03-21 17:35:00,9.07380,9.07380,9.07326,9.07326,1.75015550
2026-03-21 17:36:00,9.07329,9.07329,9.07329,9.07329,583.38932621
2026-03-21 17:37:00,9.07329,9.07329,9.07329,9.07329,0.00000000
2026-03-21 17:38:00,9.08387,9.08387,9.08387,9.08387,2.66122046
2026-03-21 17:39:00,9.08387,9.08387,9.08387,9.08387,0.00000000
2026-03-21 17:40:00,9.07150,9.07205,9.07150,9.07205,9.26104545
2026-03-21 17:41:00,9.06353,9.06386,9.06353,9.06386,110.03764000
2026-03-21 17:42:00,9.06386,9.06386,9.06386,9.06386,0.00000000
2026-03-21 17:43:00,9.06838,9.06838,9.06838,9.06838,0.55136640
2026-03-21 17:44:00,9.06838,9.06838,9.06838,9.06838,0.00000000
2026-03-21 17:45:00,9.06838,9.06838,9.06838,9.06838,0.00000000
2026-03-21 17:46:00,9.06996,9.07650,9.06996,9.07650,89.45158538
2026-03-21 17:47:00,9.07650,9.07650,9.07650,9.07650,0.00000000
2026-03-21 17:48:00,9.07650,9.07650,9.07650,9.07650,0.00000000
2026-03-21 17:49:00,9.07538,9.07538,9.07538,9.07538,2.57861708
2026-03-21 17:50:00,9.07538,9.07538,9.07538,9.07538,0.00000000
2026-03-21 17:51:00,9.07428,9.07428,9.07428,9.07428,1.00283438
2026-03-21 17:52:00,9.06895,9.06895,9.06895,9.06895,4.36508558
2026-03-21 17:53:00,9.06895,9.06895,9.06895,9.06895,0.00000000
2026-03-21 17:54:00,9.06898,9.06898,9.06888,9.06888,80.00000000
2026-03-21 17:55:00,9.06903,9.06903,9.06903,9.06903,2.57869962
2026-03-21 17:56:00,9.06903,9.06903,9.06903,9.06903,0.00000000
2026-03-21 17:57:00,9.06041,9.06041,9.06041,9.06041,4.73883598
2026-03-21 17:58:00,9.06041,9.06041,9.06041,9.06041,0.00000000
2026-03-21 17:59:00,9.06041,9.06041,9.06041,9.06041,11.89094540
2026-03-21 18:00:00,9.06041,9.06041,9.06041,9.06041,0.00000000
2026-03-21 18:01:00,9.06041,9.06041,9.06041,9.06041,0.00000000
2026-03-21 18:02:00,9.06041,9.06041,9.06041,9.06041,0.00000000
2026-03-21 18:03:00,9.06041,9.06041,9.06041,9.06041,0.00000000
2026-03-21 18:04:00,9.06357,9.06357,9.06357,9.06357,122.12405515
2026-03-21 18:05:00,9.06357,9.06357,9.06357,9.06357,0.00000000
2026-03-21 18:06:00,9.06733,9.06733,9.06733,9.06733,0.87154951
2026-03-21 18:07:00,9.06733,9.06733,9.06733,9.06733,0.00000000
2026-03-21 18:08:00,9.06087,9.06087,9.06087,9.06087,0.33551000
2026-03-21 18:09:00,9.05406,9.05406,9.05371,9.05371,2.37669333
2026-03-21 18:10:00,9.05017,9.05017,9.05017,9.05017,3.63764029
2026-03-21 18:11:00,9.05022,9.05022,9.05022,9.05022,2.20000000
2026-03-21 18:12:00,9.05022,9.05022,9.05022,9.05022,0.00000000
2026-03-21 18:13:00,9.05168,9.05168,9.05168,9.05168,38.68563626
2026-03-21 18:14:00,9.05168,9.05168,9.05168,9.05168,8.25775000
2026-03-21 18:15:00,9.05168,9.05168,9.05168,9.05168,0.00000000
2026-03-21 18:16:00,9.05168,9.05168,9.05168,9.05168,16.08710700
2026-03-21 18:17:00,9.05168,9.06127,9.05168,9.05775,197.60305545
2026-03-21 18:18:00,9.05462,9.05599,9.05462,9.05599,5.52013469
2026-03-21 18:19:00,9.05196,9.05196,9.05196,9.05196,1.84686648
2026-03-21 18:20:00,9.05692,9.05692,9.05692,9.05692,2.74659000
2026-03-21 18:21:00,9.05692,9.05692,9.05692,9.05692,69.07819375
2026-03-21 18:22:00,9.06283,9.06283,9.06283,9.06283,1.90788067
2026-03-21 18:23:00,9.06262,9.06262,9.06262,9.06262,2.75000000
2026-03-21 18:24:00,9.06314,9.07127,9.06314,9.07127,126.27377475
2026-03-21 18:25:00,9.07127,9.07127,9.07127,9.07127,0.00000000
2026-03-21 18:26:00,9.07127,9.07127,9.07127,9.07127,0.00000000
2026-03-21 18:27:00,9.07127,9.07127,9.07127,9.07127,0.00000000
2026-03-21 18:28:00,9.07127,9.07127,9.07127,9.07127,0.00000000
2026-03-21 18:29:00,9.07127,9.07127,9.07127,9.07127,0.00000000
2026-03-21 18:30:00,9.06976,9.06976,9.06742,9.06742,74.07344000
2026-03-21 18:31:00,9.06742,9.06742,9.06742,9.06742,0.00000000
2026-03-21 18:32:00,9.06958,9.06958,9.06958,9.06958,2.18334000
