universe,desc,n,has_btc,sh_eq,sh_mv,delta_sharpe,dd_eq,dd_mv,dd_ratio,anchor,anchor_avg_weight,n_periods
N6_LINK_ADA_SOL_ETH_BTC_AVAX,4 alts + BTC + AVAX,6,True,0.32650733206189797,0.5751626857780219,0.2486553537161239,-0.8740800161219779,-0.6169489381573511,0.7058266140147698,BTC,0.5080113244399616,6174
N6_LINK_ADA_SOL_ETH_BTC_APT,4 alts + BTC + APT,6,True,0.17981709469981286,0.4812759024553527,0.3014588077555398,-0.9392429387825825,-0.6199627288937182,0.6600664250905038,BTC,0.5064420291150833,6174
N6_LINK_ADA_SOL_ETH_BTC_SUI,4 alts + BTC + SUI,6,True,0.47923748261957244,0.6207157026214917,0.14147822000191923,-0.8304809827275329,-0.5987140402443869,0.7209244434207774,BTC,0.5232949971049771,5460
N6_LINK_ADA_SOL_ETH_AVAX_APT,6 alts no anchor,6,False,0.03062929946579294,0.10217361219093576,0.07154431272514282,-1.1660583718818227,-1.0293560660032923,0.8827654694010594,ETH,0.49269916065030306,6174
N6_LINK_ADA_SOL_ETH_AVAX_OP,6 alts no anchor v2,6,False,0.010444153318299391,0.12100725868721382,0.11056310536891442,-1.1682098729463644,-1.050830485204893,0.899522003314844,ETH,0.5043306320779817,6174
N7_LINK_ADA_SOL_ETH_BTC_AVAX_APT,5 alts + BTC + AVAX + APT,7,True,0.12389677504958115,0.3795057888674315,0.2556090138178504,-1.0229558963590066,-0.6944546583580704,0.6788705757793017,BTC,0.4367413920596561,6174
N7_LINK_ADA_SOL_ETH_BTC_AVAX_OP,5 alts + BTC + AVAX + OP,7,True,0.1035354105041115,0.36693066483570336,0.26339525433159183,-1.0261916194930039,-0.7122054115437713,0.6940277020539698,BTC,0.4373409130146522,6174
N7_LINK_ADA_SOL_ETH_AVAX_APT_OP,7 alts no anchor,7,False,-0.12718600210599607,-0.016454951855147858,0.1107310502508482,-1.3392254166233546,-1.0743317071035359,0.8022037916606255,ETH,0.4247272878287189,6174
