strategy,sharpe_oos,cum_log_return,vol_ann,max_drawdown_log,n_periods
eq,0.17937734946427306,0.36891605733927263,0.72952040845429,-0.9405638702791128,6174.0
mv_uncon,0.2972990539824682,0.5269885704680783,0.6287603667504149,-1.0532466179097444,6174.0
mv_floor_5,0.28351984875411435,0.5072295063269775,0.6345977535125366,-1.0345144966392357,6174.0
mv_floor_10,0.2691034107177035,0.4874704421858768,0.6425494775908717,-1.0184262319152249,6174.0
mv_floor_15,0.25424326189984087,0.46771137804477625,0.6525382486594549,-1.0023379671912176,6174.0
clip_floor_10,0.269103402352576,0.4874704269620667,0.642549477497674,-1.0184262319152246,6174.0
